INDEX,DATE,INDUTY_NM,BRTC_NM,SIGUNGU_NM,EMD,LA_DCMLPOINT_VALUE,LO_DCMLPOINT_VALUE,DIVISION
62972,20200529,한식,충북,음성군 음성읍,읍내리,36.933***,127.693***,0
62973,20200529,한식,충남,청양군 화성면,산정리,36.428***,126.715***,0
62974,20200529,한식,전남,해남군 해남읍,해리,34.572***,126.602***,0
62975,20200529,한식,전북,정읍시 태인면,태창리,35.651***,126.935***,0
62976,20200529,한식,전북,전주시 덕진구,우아동3가,35.848***,127.156***,0
62977,20200529,한식,전남,보성군 보성읍,보성리,34.772***,127.093***,0
62978,20200529,한식,전북,군산시 ,나운동,35.963***,126.695***,0
62979,20200529,한식,전북,김제시 ,요촌동,35.807***,126.886***,0
62980,20200529,한식,경기,의정부시 ,호원동,37.728***,127.044***,0
62981,20200529,한식,전남,강진군 칠량면,영동리,34.573***,126.798***,0
62982,20200529,한식,경북,성주군 대가면,옥련리,35.908***,128.224***,0
62983,20200529,한식,울산,남구,무거동,35.542***,129.260***,0
62984,20200529,한식,경북,문경시 동로면,적성리,36.774***,128.315***,0
62985,20200529,한식,경북,청도군 화양읍,범곡리,35.648***,128.732***,0
62986,20200529,한식,경기,안산시 단원구,고잔동,37.313***,126.832***,0
62987,20200529,한식,경북,청도군 청도읍,음지리,35.584***,128.745***,0
62988,20200529,한식,경기,화성시 향남읍,평리,37.133***,126.909***,0
62989,20200529,한식,대전,유성구,지족동,36.375***,127.316***,0
62990,20200529,한식,서울,구로구,신도림동,37.509***,126.887***,0
62991,20200529,한식,경기,양평군 용문면,덕촌리,37.515***,127.602***,0
62992,20200529,한식,전남,목포시 ,상동,34.804***,126.419***,0
62993,20200529,한식,경북,포항시 북구,중앙동,36.037***,129.368***,0
62994,20200529,한식,경기,화성시 ,능동,37.220***,127.058***,0
62995,20200529,한식,전남,진도군 의신면,금갑리,34.397***,126.278***,0
62996,20200529,한식,경기,여주시 능서면,내양리,37.353***,127.573***,0
62997,20200529,한식,서울,성동구,용답동,37.563***,127.052***,0
62998,20200529,한식,서울,구로구,구로1동,37.492***,126.882***,0
62999,20200529,한식,충북,충주시 ,칠금동,36.982***,127.917***,0
63000,20200529,한식,전남,해남군 해남읍,고도리,34.565***,126.597***,0
63001,20200529,한식,전북,남원시 ,금동,35.420***,127.399***,0
63002,20200529,한식,제주,제주시 ,연동,33.489***,126.485***,0
63003,20200529,한식,경기,광주시 ,탄벌동,37.415***,127.250***,0
63004,20200529,한식,경북,칠곡군 동명면,기성리,36.004***,128.593***,0
63005,20200529,한식,서울,양천구,신정1동,37.521***,126.861***,0
63006,20200529,한식,경남,통영시 ,봉평동,34.827***,128.415***,0
63007,20200529,한식,경기,수원시 팔달구,인계동,37.269***,127.025***,0
63008,20200529,한식,제주,제주시 ,일도2동,33.505***,126.540***,0
63009,20200529,한식,부산,부산진구,범천동,35.144***,129.061***,0
63010,20200529,한식,제주,제주시 ,이도2동,33.496***,126.530***,0
63011,20200529,한식,전남,무안군 무안읍,성남리,34.988***,126.475***,0
63012,20200529,한식,강원,정선군 고한읍,고한리,37.201***,128.853***,0
63013,20200529,한식,광주,북구,문흥동,35.178***,126.916***,0
63014,20200529,한식,부산,북구,화명동,35.232***,129.008***,0
63015,20200529,한식,경기,화성시 남양읍,신외리,37.260***,126.844***,0
63016,20200529,한식,충북,청주시 흥덕구,봉명동,36.648***,127.456***,0
63017,20200529,한식,강원,태백시 ,소도동,37.141***,128.978***,0
63018,20200529,한식,제주,제주시 한림읍,한림리,33.413***,126.262***,0
63019,20200529,한식,경기,안산시 상록구,본오1동,37.293***,126.860***,0
63020,20200529,한식,강원,춘천시 ,석사동,37.860***,127.742***,0
63021,20200529,한식,경남,창원시 성산구,성주동,35.195***,128.713***,0
63022,20200529,한식,경남,의령군 의령읍,중동리,35.319***,128.261***,0
63023,20200529,한식,충남,천안시 서북구,수향리,36.948***,127.132***,0
63024,20200529,한식,경기,성남시 수정구,태평동,37.448***,127.127***,0
63025,20200529,한식,대전,중구,유천1동,36.318***,127.393***,0
63026,20200529,한식,경북,포항시 남구,원리,35.959***,129.403***,0
63027,20200529,한식,대구,남구,이천동,35.855***,128.597***,0
63028,20200529,한식,제주,제주시 ,연동,33.485***,126.497***,0
63029,20200529,한식,전남,여수시 ,여서동,34.747***,127.699***,0
63030,20200529,한식,울산,중구,반구동,35.554***,129.343***,0
63031,20200529,한식,대전,서구,만년동,36.365***,127.382***,0
63032,20200529,한식,충남,논산시 광석면,산동리,36.217***,127.090***,0
63033,20200529,한식,부산,남구,문현동,35.136***,129.072***,0
63034,20200529,한식,충북,청주시 흥덕구,가경동,36.623***,127.435***,0
63035,20200529,한식,서울,강남구,청담동,37.523***,127.052***,0
63036,20200529,한식,울산,남구,신정3동,35.539***,129.313***,0
63037,20200529,한식,전남,광양시 광양읍,용강리,34.974***,127.603***,0
63038,20200529,한식,제주,제주시 ,이도2동,33.498***,126.531***,0
63039,20200529,한식,인천,남구,학익동,37.440***,126.668***,0
63040,20200529,한식,부산,동래구,사직동,35.195***,129.059***,0
63041,20200529,한식,서울,강동구,성내동,37.529***,127.121***,0
63042,20200529,한식,충남,서산시 지곡면,무장리,36.854***,126.459***,0
63043,20200529,한식,대전,중구,오류동,36.322***,127.409***,0
63044,20200529,한식,전남,여수시 ,선원동,34.773***,127.649***,0
63045,20200529,한식,경북,포항시 남구,대잠동,36.021***,129.339***,0
63046,20200529,한식,울산,동구,일산동,35.493***,129.442***,0
63047,20200529,한식,충남,천안시 동남구,구성동,36.797***,127.160***,0
63048,20200529,한식,서울,중구,서소문동,37.561***,126.973***,0
63049,20200529,한식,경기,안양시 만안구,석수2동,37.413***,126.906***,0
63050,20200529,한식,대전,서구,둔산2동,36.353***,127.381***,0
63051,20200529,한식,대구,남구,봉덕3동,35.843***,128.593***,0
63052,20200529,한식,서울,관악구,신림동,37.474***,126.918***,0
63053,20200529,한식,서울,양천구,신정2동,37.519***,126.870***,0
63054,20200529,한식,충남,아산시 인주면,밀두리,36.870***,126.883***,0
63055,20200529,한식,강원,원주시 판부면,서곡리,37.320***,127.945***,0
63056,20200529,한식,경기,고양시 덕양구,행신동,37.616***,126.834***,0
63057,20200529,한식,서울,마포구,성산동,37.561***,126.905***,0
63058,20200529,한식,전북,군산시 옥도면,야미도리,35.840***,126.490***,0
63059,20200529,한식,강원,춘천시 동내면,거두리,37.860***,127.744***,0
63060,20200529,한식,부산,남구,대연동,35.126***,129.102***,0
63061,20200529,한식,경기,이천시 모가면,원두리,37.189***,127.469***,0
63062,20200529,한식,경북,경산시 ,백천동,35.801***,128.735***,0
63063,20200529,한식,대구,달서구,상인2동,35.816***,128.533***,0
63064,20200529,한식,전남,여수시 소라면,봉두리,34.795***,127.602***,0
63065,20200529,한식,충남,당진시 ,읍내동,36.890***,126.638***,0
63066,20200529,한식,제주,제주시 ,화북일동,33.525***,126.567***,0
63067,20200529,한식,부산,부산진구,초읍동,35.177***,129.053***,0
63068,20200529,한식,경북,김천시 ,황금동,36.118***,128.123***,0
63069,20200529,한식,강원,원주시 ,무실동,37.332***,127.923***,0
63070,20200529,한식,경남,진주시 ,이현동,35.183***,128.060***,0
63071,20200529,한식,전남,목포시 ,상동,34.810***,126.422***,0
63072,20200529,한식,대구,수성구,지산1동,35.826***,128.631***,0
63073,20200529,한식,서울,용산구,남영동,37.542***,126.972***,0
63074,20200529,한식,충북,충주시 수안보면,중산리,36.882***,127.997***,0
63075,20200529,한식,경북,군위군 군위읍,서부리,36.231***,128.567***,0
63076,20200529,한식,제주,서귀포시 ,천지동,33.251***,126.560***,0
63077,20200529,한식,충북,증평군 증평읍,송산리,36.801***,127.585***,0
63078,20200529,한식,제주,서귀포시 성산읍,고성리,33.442***,126.919***,0
63079,20200529,한식,경남,창원시 마산합포구,부림동,35.206***,128.572***,0
63080,20200529,한식,전남,광양시 다압면,신원리,35.053***,127.750***,0
63081,20200529,한식,경북,경산시 진량읍,봉회리,35.885***,128.822***,0
63082,20200529,한식,강원,춘천시 ,석사동,37.854***,127.747***,0
63083,20200529,한식,경북,포항시 남구,동문리,35.996***,129.349***,0
63084,20200529,한식,경남,함양군 안의면,석천리,35.626***,127.813***,0
63085,20200529,한식,인천,부평구,청천2동,37.504***,126.714***,0
63086,20200529,한식,광주,서구,치평동,35.159***,126.846***,0
63087,20200529,한식,부산,금정구,서동,35.213***,129.104***,0
63088,20200529,한식,경기,화성시 장안면,어은리,37.084***,126.827***,0
63089,20200529,한식,경기,안산시 상록구,본오동,37.293***,126.869***,0
63090,20200529,한식,부산,기장군 장안읍,장안리,35.369***,129.244***,0
63091,20200529,한식,경기,구리시 ,수택동,37.599***,127.138***,0
63092,20200529,한식,울산,동구,화정동,35.495***,129.423***,0
63093,20200529,한식,전북,고창군 고창읍,내동리,35.419***,126.688***,0
63094,20200529,한식,강원,인제군 남면,어론리,37.918***,128.058***,0
63095,20200529,한식,충북,청주시 상당구,용암동,36.607***,127.508***,0
63096,20200529,한식,경기,화성시 남양읍,남양리,37.208***,126.816***,0
63097,20200529,한식,강원,양양군 손양면,송현리,38.073***,128.635***,0
63098,20200529,한식,충남,천안시 서북구,두정동,36.832***,127.127***,0
63099,20200529,한식,경기,남양주시 ,수석동,37.585***,127.171***,0
63100,20200529,한식,강원,강릉시 ,교1동,37.768***,128.878***,0
63101,20200529,한식,경남,거제시 하청면,하청리,34.955***,128.654***,0
63102,20200529,한식,강원,원주시 흥업면,사제리,37.322***,127.897***,0
63103,20200529,한식,전남,여수시 소라면,덕양리,34.797***,127.631***,0
63104,20200529,한식,경북,구미시 ,형곡동,36.119***,128.336***,0
63105,20200529,한식,경남,김해시 ,어방동,35.237***,128.906***,0
63106,20200529,한식,강원,원주시 ,단계동,37.359***,127.937***,0
63107,20200529,한식,울산,울주군 서생면,신암리,35.354***,129.333***,0
63108,20200529,한식,제주,제주시 ,이호일동,33.486***,126.484***,0
63109,20200529,한식,경기,평택시 ,지산동,37.079***,127.058***,0
63110,20200529,한식,전남,여수시 ,선원동,34.774***,127.649***,0
63111,20200529,한식,전남,순천시 낙안면,동내리,34.905***,127.341***,0
63112,20200529,한식,전북,전주시 완산구,서신동,35.831***,127.119***,0
63113,20200529,한식,전북,김제시 백산면,하정리,35.828***,126.892***,0
63114,20200529,한식,충남,천안시 동남구,신부동,36.817***,127.160***,0
63115,20200529,한식,전북,전주시 덕진구,우아동2가,35.834***,127.168***,0
63116,20200529,한식,전남,고흥군 도양읍,봉암리,34.529***,127.138***,0
63117,20200529,한식,경기,여주시 ,상동,37.295***,127.639***,0
63118,20200529,한식,경기,안산시 단원구,선부2동,37.339***,126.802***,0
63119,20200529,한식,서울,용산구,원효로1가,37.540***,126.969***,0
63120,20200529,한식,부산,영도구,봉래동3가,35.095***,129.045***,0
63121,20200529,한식,대전,대덕구,송촌동,36.363***,127.438***,0
63122,20200529,한식,서울,서대문구,홍제1동,37.588***,126.943***,0
63123,20200529,한식,강원,정선군 사북읍,사북리,37.226***,128.817***,0
63124,20200529,한식,충북,충주시 ,연수동,36.991***,127.938***,0
63125,20200529,한식,충남,홍성군 홍성읍,고암리,36.600***,126.677***,0
63126,20200529,한식,전남,광양시 ,중동,34.942***,127.699***,0
63127,20200529,한식,경기,화성시 봉담읍,하가등리,37.149***,126.938***,0
63128,20200529,한식,강원,삼척시 신기면,대이리,37.330***,129.040***,0
63129,20200529,한식,서울,중랑구,망우2동,37.598***,127.097***,0
63130,20200529,한식,광주,북구,오치동,35.186***,126.907***,0
63131,20200529,한식,충북,청주시 서원구,노산리,36.457***,127.452***,0
63132,20200529,한식,경기,안산시 상록구,사동,37.302***,126.850***,0
63133,20200529,한식,부산,해운대구,송정동,35.182***,129.200***,0
63134,20200529,한식,경남,창원시 마산합포구,부림동,35.204***,128.572***,0
63135,20200529,한식,경북,경산시 ,옥산동,35.825***,128.726***,0
63136,20200529,한식,제주,제주시 ,연동,33.489***,126.489***,0
63137,20200529,한식,충남,천안시 동남구,청수동,36.786***,127.151***,0
63138,20200529,한식,충북,청주시 서원구,성화동,36.615***,127.452***,0
63139,20200529,한식,경북,영덕군 영덕읍,덕곡리,36.412***,129.375***,0
63140,20200529,한식,전남,순천시 ,조례동,34.957***,127.517***,0
63141,20200529,한식,경기,성남시 수정구,태평동,37.442***,127.133***,0
63142,20200529,한식,경기,연천군 전곡읍,전곡리,38.026***,127.067***,0
63143,20200529,한식,전북,군산시 ,산북동,35.958***,126.673***,0
63144,20200529,한식,경기,포천시 일동면,수입리,37.996***,127.314***,0
63145,20200529,한식,충북,충주시 ,금릉동,36.990***,127.925***,0
63146,20200529,한식,울산,남구,달동,35.535***,129.333***,0
63147,20200529,한식,전북,군산시 ,나운동,35.965***,126.694***,0
63148,20200529,한식,제주,제주시 ,일도2동,33.505***,126.541***,0
63149,20200529,한식,대구,달서구,성당동,35.843***,128.554***,0
63150,20200529,한식,충남,천안시 동남구,원성2동,36.803***,127.156***,0
63151,20200529,한식,경북,영주시 풍기읍,서부리,36.872***,128.524***,0
63152,20200529,한식,경기,여주시 ,교동,37.280***,127.636***,0
63153,20200529,한식,서울,강남구,삼성2동,37.511***,127.046***,0
63154,20200529,한식,경북,군위군 군위읍,서부리,36.238***,128.566***,0
63155,20200529,한식,경북,경주시 ,황성동,35.871***,129.218***,0
63156,20200529,한식,울산,울주군 상북면,덕현리,35.616***,129.061***,0
63157,20200529,한식,경기도,부천시 ,고강동,37.526***,126.818***,0
63158,20200529,한식,울산,남구,달동,35.538***,129.323***,0
63159,20200529,한식,경기,용인시 수지구,상현동,37.314***,127.088***,0
63160,20200529,한식,충남,천안시 서북구,두정동,36.833***,127.152***,0
63161,20200529,한식,서울,중랑구,상봉동,37.600***,127.086***,0
63162,20200529,한식,울산,북구,천곡동,35.641***,129.330***,0
63163,20200529,한식,광주,북구,동림동,35.188***,126.869***,0
63164,20200529,한식,인천,옹진군 백령면,북포리,37.957***,124.665***,0
63165,20200529,한식,부산,기장군 기장읍,대라리,35.244***,129.215***,0
63166,20200529,한식,제주,서귀포시 대정읍,하모리,33.220***,126.251***,0
63167,20200529,한식,전남,여수시 ,신기동,34.760***,127.673***,0
63168,20200529,한식,충북,충주시 ,연수동,36.987***,127.929***,0
63169,20200529,한식,전북,부안군 계화면,창북리,35.764***,126.692***,0
63170,20200529,한식,전북,군산시 ,금동,35.993***,126.710***,0
63171,20200529,한식,충북,청주시 상당구,병암리,36.577***,127.577***,0
63172,20200529,한식,강원,원주시 ,단구동,37.322***,127.957***,0
63173,20200529,한식,서울,종로구,내자동,37.576***,126.970***,0
63174,20200529,한식,전북,군산시 ,나운동,35.964***,126.709***,0
63175,20200529,한식,전남,광양시 ,중동,34.938***,127.700***,0
63176,20200529,한식,경남,거제시 ,옥포1동,34.892***,128.692***,0
63177,20200529,한식,전북,전주시 완산구,중화산동2가,35.816***,127.118***,0
63178,20200529,한식,경기,수원시 영통구,영통동,37.250***,127.075***,0
63179,20200529,한식,충남,아산시 신창면,읍내리,36.777***,126.934***,0
63180,20200529,한식,경기,포천시 영북면,산정리,38.070***,127.304***,0
63181,20200529,한식,충북,충주시 ,성내동,36.969***,127.937***,0
63182,20200529,한식,울산,남구,신정4동,35.531***,129.310***,0
63183,20200529,한식,충남,예산군 덕산면,사천리,36.657***,126.620***,0
63184,20200529,한식,경남,창원시 마산회원구,회원1동,35.220***,128.577***,0
63185,20200529,한식,경남,거창군 거창읍,상림리,35.686***,127.903***,0
63186,20200529,한식,강원,홍천군 서면,두미리,37.671***,127.659***,0
63187,20200529,한식,충남,당진시 송악읍,복운리,36.940***,126.779***,0
63188,20200529,한식,충북,보은군 보은읍,삼산리,36.484***,127.721***,0
63189,20200529,한식,경기,이천시 장호원읍,진암리,37.114***,127.616***,0
63190,20200529,한식,경남,거창군 거창읍,대동리,35.689***,127.919***,0
63191,20200529,한식,충남,태안군 태안읍,남문리,36.750***,126.304***,0
63192,20200529,한식,경남,창원시 성산구,신촌동,35.200***,128.628***,0
63193,20200529,한식,경남,진주시 ,강남동,35.180***,128.089***,0
63194,20200529,한식,서울,강남구,삼성동,37.512***,127.065***,0
63195,20200529,한식,부산,동구,범일2동,35.138***,129.058***,0
63196,20200529,한식,대전,중구,대흥동,36.325***,127.424***,0
63197,20200529,한식,경기,연천군 신서면,내산리,38.153***,127.143***,0
63198,20200529,한식,서울,송파구,방이동,37.515***,127.117***,0
63199,20200529,한식,경기,광주시 오포읍,신현리,37.372***,127.162***,0
63200,20200529,한식,충남,천안시 동남구,신부동,36.818***,127.157***,0
63201,20200529,한식,경북,군위군 효령면,고곡리,36.115***,128.575***,0
63202,20200529,한식,전남,해남군 화산면,방축리,34.490***,126.515***,0
63203,20200529,한식,서울,강남구,삼성동,37.498***,127.053***,0
63204,20200529,한식,충남,아산시 배방읍,북수리,36.772***,127.066***,0
63205,20200529,한식,경기,남양주시 퇴계원면,퇴계원리,37.648***,127.146***,0
63206,20200529,한식,경남,거창군 거창읍,송정리,35.682***,127.909***,0
63207,20200529,한식,경남,하동군 진교면,진교리,35.023***,127.905***,0
63208,20200529,한식,제주,제주시 구좌읍,평대리,33.523***,126.852***,0
63209,20200529,한식,경기,고양시 일산서구,주엽동,37.673***,126.769***,0
63210,20200529,한식,경남,진주시 ,상대동,35.187***,128.116***,0
63211,20200529,한식,대전,유성구,신성동,36.388***,127.351***,0
63212,20200529,한식,경남,양산시 ,주남동,35.415***,129.165***,0
63213,20200529,한식,대전,서구,관저동,36.300***,127.337***,0
63214,20200529,한식,부산,북구,화명동,35.225***,129.009***,0
63215,20200529,한식,서울,중구,명동2가,37.562***,126.985***,0
63216,20200529,한식,전북,군산시 ,영화동,35.989***,126.709***,0
63217,20200529,한식,충북,청주시 서원구,산남동,36.611***,127.467***,0
63218,20200529,한식,경기,동두천시 ,탑동동,37.892***,127.109***,0
63219,20200529,한식,경기,동두천시 ,송내동,37.882***,127.051***,0
63220,20200529,한식,서울,강남구,삼성동,37.509***,127.054***,0
63221,20200529,한식,광주,북구,용봉동,35.178***,126.895***,0
63222,20200529,한식,인천,계양구,목상동,37.568***,126.707***,0
63223,20200529,한식,경북,청도군 풍각면,봉기리,35.640***,128.615***,0
63224,20200529,한식,전북,순창군 복흥면,답동리,35.448***,126.990***,0
63225,20200529,한식,전북,익산시 ,영등동,35.964***,126.972***,0
63226,20200529,한식,전북,전주시 완산구,평화동2가,35.789***,127.135***,0
63227,20200529,한식,광주,동구,수기동,35.151***,126.908***,0
63228,20200529,한식,충남,천안시 동남구,석곡리,36.737***,127.219***,0
63229,20200529,한식,강원,철원군 동송읍,이평리,38.201***,127.222***,0
63230,20200529,한식,경남,창원시 마산회원구,석전동,35.235***,128.579***,0
63231,20200529,한식,전북,김제시 ,검산동,35.797***,126.904***,0
63232,20200529,한식,경북,영주시 ,하망동,36.826***,128.626***,0
63233,20200529,한식,경기,수원시 권선구,권선동,37.256***,127.029***,0
63234,20200529,한식,전북,부안군 진서면,석포리,35.611***,126.588***,0
63235,20200529,한식,전남,곡성군 곡성읍,구원리,35.248***,127.260***,0
63236,20200529,한식,전남,목포시 ,대양동,34.834***,126.419***,0
63237,20200529,한식,경기,평택시 ,합정동,36.989***,127.104***,0
63238,20200529,한식,서울,종로구,숭인동,37.573***,127.020***,0
63239,20200529,한식,울산,울주군 상북면,등억알프스리,35.556***,129.080***,0
63240,20200529,한식,경북,경산시 ,사동,35.783***,128.807***,0
63241,20200529,한식,경남,산청군 단성면,관정리,35.250***,127.948***,0
63242,20200529,한식,충남,공주시 반포면,온천리,36.386***,127.256***,0
63243,20200529,한식,경기,양주시 남면,황방리,37.927***,126.985***,0
63244,20200529,한식,세종,연서면,쌍류리,36.604***,127.216***,0
63245,20200529,한식,전북,진안군 진안읍,군상리,35.792***,127.429***,0
63246,20200529,한식,경북,포항시 남구,제내리,35.981***,129.363***,0
63247,20200529,한식,제주,제주시 ,화북일동,33.521***,126.567***,0
63248,20200529,한식,강원,강릉시 ,포남동,37.770***,128.904***,0
63249,20200529,한식,충북,증평군 증평읍,신동리,36.781***,127.578***,0
63250,20200529,한식,광주,남구,지석동,35.081***,126.835***,0
63251,20200529,한식,전남,강진군 마량면,마량리,34.451***,126.816***,0
63252,20200529,한식,경남,고성군 상리면,동산리,34.983***,128.176***,0
63253,20200529,한식,인천,남동구,구월1동,37.449***,126.712***,0
63254,20200529,한식,경북,김천시 조마면,장암리,36.050***,128.114***,0
63255,20200529,한식,충북,충주시 ,충의동,36.974***,127.928***,0
63256,20200529,한식,경남,창원시 성산구,반지동,35.239***,128.661***,0
63257,20200529,한식,울산,울주군 온산읍,덕신리,35.441***,129.306***,0
63258,20200529,한식,경남,창원시 성산구,가음동,35.206***,128.700***,0
63259,20200529,한식,부산,연제구,연산9동,35.188***,129.104***,0
63260,20200529,한식,충북,청주시 서원구,사창동,36.634***,127.460***,0
63261,20200529,한식,전북,군산시 ,장미동,35.987***,126.715***,0
63262,20200529,한식,경북,안동시 ,법흥동,36.560***,128.700***,0
63263,20200529,한식,경북,포항시 북구,죽도동,36.030***,129.362***,0
63264,20200529,한식,경북,상주시 낙동면,상촌리,36.387***,128.273***,0
63265,20200529,한식,인천,연수구,동춘동,37.413***,126.653***,0
63266,20200529,한식,충북,청주시 상당구,미천리,36.518***,127.497***,0
63267,20200529,한식,전북,완주군 동상면,수만리,35.930***,127.271***,0
63268,20200529,한식,전남,보성군 벌교읍,회정리,34.849***,127.353***,0
63269,20200529,한식,경기,용인시 처인구,김량장동,37.231***,127.197***,0
63270,20200529,한식,서울,중구,명동2가,37.563***,126.985***,0
63271,20200529,한식,경남,거창군 위천면,장기리,35.751***,127.829***,0
63272,20200529,한식,전북,정읍시 ,수성동,35.584***,126.854***,0
63273,20200529,한식,제주,제주시 애월읍,애월리,33.465***,126.320***,0
63274,20200529,한식,대전,유성구,궁동,36.360***,127.342***,0
63275,20200529,한식,경남,함양군 안의면,당본리,35.626***,127.810***,0
63276,20200529,한식,전북,남원시 ,노암동,35.390***,127.386***,0
63277,20200529,한식,인천,연수구,송도동,37.394***,126.650***,0
63278,20200529,한식,울산,울주군 상북면,등억알프스리,35.567***,129.057***,0
63279,20200529,한식,서울,종로구,익선동,37.573***,126.990***,0
63280,20200529,한식,서울,성북구,길음3동,37.609***,127.029***,0
63281,20200529,한식,경북,김천시 ,모암동,36.121***,128.127***,0
63282,20200529,한식,부산,강서구,신호동,35.111***,128.865***,0
63283,20200529,한식,경북,포항시 북구,죽도동,36.028***,129.365***,0
63284,20200529,한식,전북,완주군 봉동읍,장기리,35.937***,127.168***,0
63285,20200529,한식,경북,의성군 의성읍,후죽리,36.353***,128.695***,0
63286,20200529,한식,서울,종로구,관수동,37.568***,126.989***,0
63287,20200529,한식,전남,영광군 법성면,법성리,35.361***,126.443***,0
63288,20200529,한식,경기,부천시 원미구,상3동,37.506***,126.755***,0
63289,20200529,한식,대구,달서구,호산동,35.851***,128.482***,0
63290,20200529,한식,경기,남양주시 ,금곡동,37.636***,127.212***,0
63291,20200529,한식,충남,보령시 ,대천동,36.353***,126.590***,0
63292,20200529,한식,경기,안산시 단원구,대부북동,37.242***,126.574***,0
63293,20200529,한식,서울,은평구,진관동,37.655***,126.949***,0
63294,20200529,한식,제주,제주시 ,노형동,33.478***,126.481***,0
63295,20200529,한식,강원,속초시 ,영랑동,38.214***,128.596***,0
63296,20200529,한식,경기,여주시 ,상동,37.297***,127.638***,0
63297,20200529,한식,경기,군포시 ,당정동,37.347***,126.955***,0
63298,20200529,한식,부산,해운대구,중1동,35.162***,129.174***,0
63299,20200529,한식,충남,예산군 오가면,역탑리,36.681***,126.832***,0
63300,20200529,한식,경기,여주시 가남읍,화평리,37.241***,127.571***,0
63301,20200529,한식,강원,삼척시 하장면,광동리,37.347***,128.943***,0
63302,20200529,한식,경기,평택시 포승읍,원정리,36.992***,126.840***,0
63303,20200529,한식,경기,성남시 수정구,상적동,37.425***,127.069***,0
63304,20200529,한식,경남,밀양시 상남면,남산리,35.428***,128.721***,0
63305,20200529,한식,경남,산청군 신안면,하정리,35.300***,127.976***,0
63306,20200529,한식,전남,목포시 ,용당2동,34.796***,126.395***,0
63307,20200529,한식,부산,금정구,노포동,35.291***,129.087***,0
63308,20200529,한식,서울,은평구,증산동,37.580***,126.905***,0
63309,20200529,한식,충북,괴산군 괴산읍,대사리,36.796***,127.784***,0
63310,20200529,한식,경기,포천시 일동면,기산리,37.949***,127.313***,0
63311,20200529,한식,전남,강진군 성전면,월남리,34.746***,126.709***,0
63312,20200529,한식,전북,정읍시 ,수성동,35.578***,126.853***,0
63313,20200529,한식,경남,진주시 ,봉곡동,35.195***,128.080***,0
63314,20200529,한식,전남,영암군 영암읍,회문리,34.794***,126.686***,0
63315,20200529,한식,경기,화성시 ,반송동,37.207***,127.065***,0
63316,20200529,한식,부산,북구,화명동,35.234***,129.011***,0
63317,20200529,한식,대구,남구,대명5동,35.843***,128.580***,0
63318,20200529,한식,강원,양양군 서면,오색리,38.074***,128.473***,0
63319,20200529,한식,전남,고흥군 봉래면,신금리,34.465***,127.453***,0
63320,20200529,한식,경남,창원시 의창구,무동리,35.320***,128.582***,0
63321,20200529,한식,강원,인제군 상남면,상남리,37.869***,128.260***,0
63322,20200529,한식,경기도,부천시 ,상2동,37.504***,126.749***,0
63323,20200529,한식,경남,진주시 ,하대동,35.187***,128.122***,0
63324,20200529,한식,인천,남동구,만수2동,37.461***,126.735***,0
63325,20200529,한식,전북,전주시 완산구,효자동3가,35.816***,127.108***,0
63326,20200529,한식,경남,진주시 금산면,속사리,35.185***,128.151***,0
63327,20200529,한식,경기,고양시 일산서구,덕이동,37.701***,126.739***,0
63328,20200529,한식,대전,유성구,원내동,36.299***,127.319***,0
63329,20200529,한식,충북,청주시 서원구,사창동,36.632***,127.458***,0
63330,20200529,한식,대구,북구,매천동,35.907***,128.543***,0
63331,20200529,한식,경남,김해시 ,대성동,35.239***,128.879***,0
63332,20200529,한식,전남,순천시 ,연향동,34.950***,127.514***,0
63333,20200529,한식,인천,남동구,논현동,37.413***,126.712***,0
63334,20200529,한식,제주,제주시 ,일도2동,33.500***,126.544***,0
63335,20200529,한식,강원,양양군 양양읍,남문리,38.074***,128.623***,0
63336,20200529,한식,충남,아산시 ,온양2동,36.782***,126.998***,0
63337,20200529,한식,전북,군산시 ,나운동,35.969***,126.699***,0
63338,20200529,한식,경기,포천시 군내면,하성북리,37.902***,127.215***,0
63339,20200529,한식,서울,서초구,서초동,37.485***,127.032***,0
63340,20200529,한식,제주,서귀포시 ,하효동,33.259***,126.621***,0
63341,20200529,한식,부산,영도구,청학1동,35.091***,129.056***,0
63342,20200529,한식,서울,동대문구,용두동,37.577***,127.039***,0
63343,20200529,한식,대전,서구,변동,36.323***,127.384***,0
63344,20200529,한식,전남,순천시 ,남정동,34.943***,127.493***,0
63345,20200529,한식,울산,동구,전하동,35.508***,129.422***,0
63346,20200529,한식,경남,진주시 ,장재동,35.219***,128.100***,0
63347,20200529,한식,경북,포항시 남구,문덕리,35.962***,129.403***,0
63348,20200529,한식,대구,동구,효목1동,35.882***,128.648***,0
63349,20200529,한식,서울,마포구,상암동,37.581***,126.887***,0
63350,20200529,한식,경남,창원시 의창구,사림동,35.240***,128.684***,0
63351,20200529,한식,서울,광진구,중곡동,37.557***,127.087***,0
63352,20200529,한식,서울,강남구,청담동,37.522***,127.044***,0
63353,20200529,한식,광주,광산구,월계동,35.213***,126.839***,0
63354,20200529,한식,제주,서귀포시 ,서귀동,33.249***,126.565***,0
63355,20200529,한식,경북,경주시 ,노서동,35.839***,129.204***,0
63356,20200529,한식,대구,서구,평리3동,35.876***,128.557***,0
63357,20200529,한식,경남,남해군 삼동면,물건리,34.799***,128.043***,0
